activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic
[],,0,3,话剧歌剧,852,北京,[],,1_1_645402730886,-2135907284,FALSE,0,0,0,1,开心麻花2018年底大戏《窗前不止明月光》,开心麻花2018年底大戏《窗前不止明月光》,80,80-1080,1080,[],6.45403E+11,[],售票中,,2021.07.08-07.11,3,19,话剧,,世纪剧院,北京,107,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01XPdf7Y2GdSK1RO7tT_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_641913884716,2124171551,FALSE,0,1,0,0,《小王子》75周年新版绘本画展：『爱与光的未来』,《小王子》75周年新版绘本画展：『爱与光的未来』,69,69-178,178,[],6.41914E+11,[],售票中,,2021.05.01-08.29,3,38,展会,,靠边走艺术空间Wrong Gallery,北京,2791009,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01cidthl2GdSKaIsu9j_!!2251059038.jpg
[],,0,2,音乐会,852,北京,[],,1_1_647644083312,-2113493759,FALSE,0,0,0,1,听见国潮｜‘一生必听’国风经典名曲燃情音乐会,听见国潮｜‘一生必听’国风经典名曲燃情音乐会,100,100-280,280,[],6.47644E+11,[],售票中,,2021.07.04-08.08,3,18,其他,,三里屯·爱乐汇艺术空间,北京,2598006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01AwKh362GdSKLI5vKm_!!2251059038.png
[],,0,5,曲苑杂坛,852,北京,[],,1_1_646544344418,-2124491148,FALSE,0,0,0,1,长安大戏院7月30日 北京京剧院优秀剧目展演季 京剧《梅玉配》,长安大戏院7月30日 北京京剧院优秀剧目展演季 京剧《梅玉配》,50,50-800,800,[],6.46544E+11,[],售票中,,2021.07.30 周五 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01bIeH602GdSKUOdgWa_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_642746445540,2132497159,FALSE,0,1,0,0,《海洋你好——翕翕的奇幻之旅》 大型沉浸式亲子互动秀,《海洋你好——翕翕的奇幻之旅》 大型沉浸式亲子互动秀,280,280-800,800,[],6.42746E+11,[],售票中,,2021.07.03-07.31,3,0,,,北京海洋馆,北京,3033001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01jjMN6Y2GdSJl6R1qV_!!2251059038.png
[],,0,3,话剧歌剧,852,北京,[],,1_1_645468719155,-2135247401,FALSE,0,1,0,1,第六届中国原创话剧邀请展原创话剧《三昧》,第六届中国原创话剧邀请展原创话剧《三昧》,100,100-280,280,[],6.45469E+11,[],售票中,,2021.08.19-08.22,3,19,话剧,,国家话剧院-小剧场,北京,53361,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01OBu9DF2GdSJv8BnsG_!!2251059038.jpg
[],,0,2,音乐会,852,北京,[],,1_1_645874157831,-2131193014,FALSE,0,0,0,1,2021国际钢琴系列：石叔诚钢琴独奏音乐会,2021国际钢琴系列：石叔诚钢琴独奏音乐会,50,50-380,380,[],6.45874E+11,[],售票中,,2021.07.08 周四 19:30,3,18,其他,,国家大剧院-音乐厅,北京,528,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01rsOn022GdSK8Tlg8e_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_643989121162,2144923915,FALSE,0,1,0,0,生命奇旅-大型科普艺术沉浸展,生命奇旅-大型科普艺术沉浸展,68,68-248,248,[],6.43989E+11,[],售票中,,2021.06.10-08.31,3,38,展会,,798艺术中心,北京,1078043,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01HWWSEJ2GdSKBMQI7Y_!!2251059038.jpg
[],,0,1,演唱会,852,北京,[],,1_1_645725223934,-2132682353,FALSE,0,0,0,0,《云雀唱了一整天》小娟与山谷里的居民演唱会,《云雀唱了一整天》小娟与山谷里的居民演唱会,180,180-860,860,[],6.45725E+11,[],售票中,,2021.07.11 周日 19:30,3,13,其他,,保利剧院,北京,39,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01EOGl0d2GdSKIWVATH_!!2251059038.jpg
[],,0,1,演唱会,852,北京,[],,1_1_647427015013,-2115664442,FALSE,0,0,0,0,【极限回声呈现】 与你沉入盛夏,【极限回声呈现】 与你沉入盛夏,140,140-266,266,[],6.47427E+11,[],售票中,,2021.07.09 周五 20:00,3,48,livehouse,,MAO Livehouse北京,北京,92428,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01lqMd0f2GdSKEf7NbO_!!2251059038.png
[],,0,4,舞蹈芭蕾,852,北京,[],,1_1_644226986410,2147302568,FALSE,0,0,0,1,谢欣舞蹈剧场《一撇·一捺》,谢欣舞蹈剧场《一撇·一捺》,180,180-680,680,[],6.44227E+11,[],售票中,,2021.07.10-07.11,3,24,舞蹈,,国家大剧院-戏剧场,北京,558,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01AR6mCJ2GdSJuQU6HW_!!0-item_pic.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_645061052431,-2139324068,FALSE,0,1,0,1,孟京辉戏剧作品《关于爱情归宿的最新观念》,孟京辉戏剧作品《关于爱情归宿的最新观念》,100,100-380,380,[],6.45061E+11,[],售票中,,2021.07.20-07.25,3,19,话剧,,蜂巢剧场,北京,663,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01IvR3BD2GdSKBMO8Ne_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_644538164607,-2144552946,FALSE,0,1,0,0,图像超市,图像超市,130,130-150,150,[],6.44538E+11,[],售票中,,2021.05.29-08.01,3,38,展会,,北京红砖当代美术馆,北京,92858,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01OBXh892GdSK6zg8lm_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_645655986294,-2133374730,FALSE,0,0,0,1,大船文化·加拿大原版全场互动亲子剧 《你是演奏家2·超级金贝鼓》,大船文化·加拿大原版全场互动亲子剧 《你是演奏家2·超级金贝鼓》,180,180-380,380,[],6.45656E+11,[],售票中,,2021.08.06-08.08,3,0,,,天桥艺术中心-小剧场,北京,59982,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01t4RSDZ2GdSJuzCBGF_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_648737659028,-2102558002,FALSE,0,1,0,1,summer——北京儿童动画名曲夏季音乐会,summer——北京儿童动画名曲夏季音乐会,80,80-380,380,[],6.48738E+11,[],售票中,,2021.07.10 周六 10:30,3,0,,,梅兰芳大剧院-大剧场,北京,564,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01kazZRA2GdSKNyWuvi_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_647525275946,-2114681833,FALSE,0,0,0,1,《放屁大象吹低音号之熊猫绝密计划——德国原版绘本启蒙交响音乐会》,《放屁大象吹低音号之熊猫绝密计划——德国原版绘本启蒙交响音乐会》,100,100-1000,1000,[],6.47525E+11,[],售票中,,2021.07.18 周日,3,0,,,保利剧院,北京,39,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01NnrJd12GdSKOI1efp_!!2251059038.png
[],,0,3,话剧歌剧,852,北京,[],,1_1_641501860816,2120051312,FALSE,0,1,0,1,Mailive×大船文化·大型魔幻惊悚话剧《盗墓笔记IV：蛇沼鬼城》,Mailive×大船文化·大型魔幻惊悚话剧《盗墓笔记IV：蛇沼鬼城》,180,180-880,880,[],6.41502E+11,[],售票中,,2021.07.23-07.25,3,19,话剧,,世纪剧院,北京,107,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01SjeRlm2GdSJcrdbbZ_!!2251059038.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_648595992528,-2103974667,FALSE,0,0,0,1,开心麻花2018年底大戏《谈判专家》,开心麻花2018年底大戏《谈判专家》,80,80-1080,1080,[],6.48596E+11,[],售票中,,2021.08.03-08.15,3,19,话剧,,海淀剧院,北京,74,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01PcTAS12GdSKcuQUMS_!!2251059038.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_649270018907,-2097234403,FALSE,0,1,0,1,话剧《狂人Mad Us》,话剧《狂人Mad Us》,72,72-180,180,[],6.4927E+11,[],售票中,,2021.07.10-07.11,3,19,话剧,,郎园Vintage·虞社,北京,1622006,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN016mYlzd2GdSKVzF4Te_!!0-item_pic.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_644819855200,-2141736040,FALSE,0,0,0,1,大船文化·英国经典闹剧《糊涂戏班》,大船文化·英国经典闹剧《糊涂戏班》,180,180-580,580,[],6.4482E+11,[],售票中,,2021.08.06-08.08,3,19,话剧,,二七剧场,北京,1006010,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01mhjtmU2GdSJscbjyl_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_646020380942,-2129730783,FALSE,0,0,0,1,《你看起来好像很好吃》前传--北京儿艺--恐龙音乐剧儿童《永远永远爱你》,《你看起来好像很好吃》前传--北京儿艺--恐龙音乐剧儿童《永远永远爱你》,80,80-580,580,[],6.4602E+11,[],售票中,,2021.07.31-08.01,3,0,,,京演·民族文化宫大剧院,北京,1302002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01aBaVlk2GdSKCHbg5B_!!2251059038.png
[],,0,3,话剧歌剧,852,北京,[],,1_1_643768167842,2142714382,FALSE,0,1,0,1,“为人民起舞”艺术周暨舞剧《李白》北京站,“为人民起舞”艺术周暨舞剧《李白》北京站,180,180-880,880,[],6.43768E+11,[],售票中,,2021.07.06-07.07,3,22,音乐剧,,北京展览馆剧场,北京,26,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN015wKjYU2GdSKUZRKU5_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_646330989232,-2126624700,FALSE,0,0,0,0,2021年7月10日 昆曲《西厢记》,2021年7月10日 昆曲《西厢记》,80,80-480,480,[],6.46331E+11,[],售票中,,2021.07.10 周六 19:30,3,31,戏曲,,梅兰芳大剧院,北京,1546022,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01whd9Ih2GdSKHw2P4f_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_648825957242,-2101675020,FALSE,0,1,0,0,“1个世界”ANOBO世界少儿科技艺术巡展,“1个世界”ANOBO世界少儿科技艺术巡展,88,88-238,238,[],6.48826E+11,[],售票中,,2021.07.24-08.29,3,38,展会,,今日美术馆2号馆,北京,92171,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01BPAH7j2GdSKbqiuc3_!!2251059038.jpg
[],,0,1,演唱会,852,北京,[],,1_1_649713675784,-2092797835,FALSE,0,1,0,0,Indie制宜,Indie制宜,138,138-168,168,[],6.49714E+11,[],售票中,,2021.08.01 周日 19:30,3,48,livehouse,,疆进酒·OMNI SPACE,北京,81595,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01vKLOMu2GdSKcaH7IP_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_646552400709,-2124410585,FALSE,0,1,0,1,大型经典神话木偶剧《大闹天宫》,大型经典神话木偶剧《大闹天宫》,100,100-680,680,[],6.46552E+11,[],售票中,,2021.07.03-07.04,3,0,,,中国木偶剧院-卡酷剧场,北京,819,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01i7CD8s2GdSKI6e564_!!0-item_pic.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_647530326300,-2114631329,FALSE,0,1,0,1,话剧《黎明》,话剧《黎明》,80,80-580,580,[],6.4753E+11,[],售票中,,2021.07.06-07.07,3,19,话剧,,北京喜剧院,北京,54024,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01vgjcqW2GdSKQ7sQIC_!!2251059038.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_649670567428,-2093228918,FALSE,0,1,0,1,小剧场话剧《两只蚂蚁的三天三夜》,小剧场话剧《两只蚂蚁的三天三夜》,80,80-180,180,[],6.49671E+11,[],售票中,,2021.07.08-07.17,3,19,话剧,,国家话剧院-小剧场,北京,53361,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN019kuHwH2GdSKcDt39D_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_648578798316,-2104146609,FALSE,0,1,0,1,上海美术电影制片厂授权儿童舞台剧《葫芦兄弟》,上海美术电影制片厂授权儿童舞台剧《葫芦兄弟》,75,75-480,480,[],6.48579E+11,[],售票中,,2021.07.11 周日 10:30,3,0,,,朝阳剧场,北京,820,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01RSDy642GdSKVP4wbX_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_649533807124,-2094596521,FALSE,0,1,0,1,喜笑会相声专场-广茗阁剧场,喜笑会相声专场-广茗阁剧场,60,60-1000,1000,[],6.49534E+11,[],售票中,,2021.07.02-07.31,3,32,其他,,广茗阁茶楼,北京,1604,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01VbWrnK2GdSKVYmifw_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_647315842305,-2116776169,FALSE,0,0,0,1,长安大戏院7月8日 北京京剧院优秀剧目展演季 京剧《大宅门》,长安大戏院7月8日 北京京剧院优秀剧目展演季 京剧《大宅门》,50,50-800,800,[],6.47316E+11,[],售票中,,2021.07.08 周四 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01DD2tk72GdSKRktc7z_!!2251059038.png
[],,0,1,演唱会,852,北京,[],,1_1_649288706492,-2097047528,FALSE,0,1,0,0,2021北京流行朋克室内音乐节,2021北京流行朋克室内音乐节,100,100-180,180,[],6.49289E+11,[],售票中,,2021.07.10 周六 19:00,3,48,livehouse,,魅现场,北京,2882003,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01fggEeH2GdSKWm4RBv_!!0-item_pic.jpg
[],,0,2,音乐会,852,北京,[],,1_1_646228026022,-2127654332,FALSE,0,0,0,1,“歌声唱响百年梦”国家大剧院合唱团经典合唱作品音乐会,“歌声唱响百年梦”国家大剧院合唱团经典合唱作品音乐会,160,160-240,240,[],6.46228E+11,[],售票中,,2021.07.23-07.24,3,18,其他,,国家大剧院-小剧场,北京,1102,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01p2p4aq2GdSK8TM5zz_!!0-item_pic.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_643595767846,2140990382,FALSE,0,0,0,0,国家艺术基金传播交流推广资助项目 杨丽萍作品 舞蹈剧场《十面埋伏》,国家艺术基金传播交流推广资助项目 杨丽萍作品 舞蹈剧场《十面埋伏》,180,180-980,980,[],6.43596E+11,[],售票中,,2021.07.09-07.10,3,22,音乐剧,,保利剧院,北京,39,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01eSco1b2GdSJjgCVBD_!!0-item_pic.jpg
[],,0,2,音乐会,852,北京,[],,1_1_648134350499,-2108591088,FALSE,0,0,0,1,“燃琴”黄蒙拉小提琴独奏音乐会,“燃琴”黄蒙拉小提琴独奏音乐会,180,180-380,380,[],6.48134E+11,[],售票中,,2021.07.25 周日 19:30,3,18,其他,,国家大剧院-小剧场,北京,1102,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN012LAwbQ2GdSKQPkzSr_!!0-item_pic.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_649611703924,-2093817553,FALSE,0,1,0,1,话剧《特洛伊女人》,话剧《特洛伊女人》,72,72-180,180,[],6.49612E+11,[],售票中,,2021.07.08-07.09,3,19,话剧,,郎园Vintage·虞社,北京,1622006,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN013g8uvI2GdSKa1eBxN_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_645625112022,-2133683472,FALSE,0,1,0,1,望京爆笑脱口秀《周末拼盘秀》喜番喜剧（原整点遇见喜剧）,望京爆笑脱口秀《周末拼盘秀》喜番喜剧（原整点遇见喜剧）,100,100-330,330,[],6.45625E+11,[],售票中,,2021.07.03-07.31,3,32,其他,,开心麻花磁剧场,北京,93001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN011qTfUa2GdSKPwv9v1_!!2251059038.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_645712206534,-2132812527,FALSE,0,1,0,1,年轻的心——大逗相声九周年专场演出,年轻的心——大逗相声九周年专场演出,100,100-700,700,[],6.45712E+11,[],售票中,,2021.07.24 周六 19:30,3,32,其他,,京演·民族文化宫大剧院,北京,1302002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01PB0Ry62GdSKAyIKU7_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_644817299830,-2141761594,FALSE,0,1,0,0,梵高未曾见过～798艺术互动展,梵高未曾见过～798艺术互动展,78,78-158,158,[],6.44817E+11,[],售票中,,2021.06.01-10.31,3,38,展会,,HANMO艺术中心,北京,3150004,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01FS7bJx2GdSJuAFXTQ_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_647898017772,-2110954415,FALSE,0,0,0,1,“龙猫”——久石让&宫崎骏动漫经典作品亲子视听音乐会,“龙猫”——久石让&宫崎骏动漫经典作品亲子视听音乐会,100,100-280,280,[],6.47898E+11,[],售票中,,2021.07.11-08.08,3,0,,,三里屯·爱乐汇艺术空间,北京,2598006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01ejTmRT2GdSKPokOe7_!!2251059038.png
[],,0,7,展览休闲,852,北京,[],,1_1_647197814518,-2117956447,FALSE,0,1,0,0,“做更好的人”——新一代的工作方法,“做更好的人”——新一代的工作方法,55,55-72,72,[],6.47198E+11,[],售票中,,2021.06.19-09.07,3,38,展会,,山中天艺术中心,北京,2693006,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01TWjxRc2GdSK96P4qk_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_646554944850,-2124385144,FALSE,0,0,0,1,长安大戏院7月21日 北京京剧院优秀剧目展演季 京剧《夫人城》,长安大戏院7月21日 北京京剧院优秀剧目展演季 京剧《夫人城》,50,50-800,800,[],6.46555E+11,[],售票中,,2021.07.21 周三 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01MXscs72GdSKVwEWOq_!!2251059038.png
[],,0,1,演唱会,852,北京,[],,1_1_647208212801,-2117852464,FALSE,0,1,0,0,《蓝领》孙佳睿个人专场演出,《蓝领》孙佳睿个人专场演出,150,150-200,200,[],6.47208E+11,[],售票中,,2021.07.02 周五 20:30,3,48,livehouse,,疆进酒·OMNI SPACE,北京,81595,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01iEueSp2GdSKUWfO4W_!!2251059038.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_644437773353,-2145556859,FALSE,0,0,0,1,开心麻花新物种《麻花喜剧Fun现场》,开心麻花新物种《麻花喜剧Fun现场》,80,80-150,150,[],6.44438E+11,[],售票中,,2021.07.10-07.24,3,19,话剧,,开心麻花磁剧场,北京,93001,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01CVG1mK2GdSJySWcxs_!!0-item_pic.jpg
[],,0,1,演唱会,852,北京,[],,1_1_648357444742,-2106360145,FALSE,0,0,0,0,DirtyMoon坏月亮2021全国巡演the moon’s reaching for me北京站,DirtyMoon坏月亮2021全国巡演the moon’s reaching for me北京站,120,120-220,220,[],6.48357E+11,[],售票中,,2021.07.16 周五 20:30,3,48,livehouse,,MAO Livehouse北京,北京,92428,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01X1joZE2GdSKYaBLV9_!!2-item_pic.png
[],,0,3,话剧歌剧,852,北京,[],,1_1_643104638837,2136079092,FALSE,0,0,0,1,百老汇经典悬疑惊悚剧 《维罗妮卡的房间》,百老汇经典悬疑惊悚剧 《维罗妮卡的房间》,180,180-680,680,[],6.43105E+11,[],售票中,,2021.07.16-07.17,3,19,话剧,,天桥艺术中心-中剧场,北京,59981,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01nK6Gor2GdSJjIeXUx_!!2251059038.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_644043960422,2145472308,FALSE,0,0,0,1,长安大戏院8月30日 纪念余叔岩先生·京剧“余派”艺术专场演出——《洪洋洞》《击鼓骂曹》,长安大戏院8月30日 纪念余叔岩先生·京剧“余派”艺术专场演出——《洪洋洞》《击鼓骂曹》,100,100-880,880,[],6.44044E+11,[],售票中,,2021.08.30 周一 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01yuoKO62GdSJvmqmgJ_!!2-item_pic.png
[],,0,1,演唱会,852,北京,[],,1_1_643576588910,2140798593,FALSE,0,1,0,1,甜蜜蜜—邓丽君经典金曲七夕演唱会,甜蜜蜜—邓丽君经典金曲七夕演唱会,99,99-699,699,[],6.43577E+11,[],售票中,,2021.08.14 周六 19:30,3,13,其他,,京演·民族文化宫大剧院,北京,1302002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01jp1URW2GdSJxtpjIp_!!2251059038.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_646348285036,-2126451742,FALSE,0,0,0,0,2021年7月11日 昆曲《牡丹亭》,2021年7月11日 昆曲《牡丹亭》,100,100-800,800,[],6.46348E+11,[],售票中,,2021.07.11 周日 19:30,3,31,戏曲,,梅兰芳大剧院,北京,1546022,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01dy1Fwp2GdSKANOTQg_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_646960997028,-2120324622,FALSE,0,0,0,1,长安大戏院7月2日  北京京剧院优秀剧目展演季 京剧《党的女儿》,长安大戏院7月2日 北京京剧院优秀剧目展演季 京剧《党的女儿》,50,50-800,800,[],6.46961E+11,[],售票中,,2021.07.02 周五 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN015PClDX2GdSKRkoJKv_!!2251059038.png
[],,0,5,曲苑杂坛,852,北京,[],,1_1_646552148241,-2124413110,FALSE,0,0,0,1,长安大戏院7月10、11日 北京京剧院优秀剧目展演季 京剧《乌豆》,长安大戏院7月10、11日 北京京剧院优秀剧目展演季 京剧《乌豆》,50,50-800,800,[],6.46552E+11,[],售票中,,2021.07.10-07.11,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN012OOWdz2GdSKUsr4ko_!!2251059038.png
[],,0,7,展览休闲,852,北京,[],,1_1_645007002844,-2139864564,FALSE,0,1,0,0,北京IDO动漫游戏嘉年华35th,北京IDO动漫游戏嘉年华35th,80,80,80,[],6.45007E+11,[],售票中,,2021.07.17-07.18,3,38,展会,,北京亦创国际会展中心,北京,81632,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01IRpKI02GdSK4WQZqc_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_638864340081,2093676104,FALSE,0,1,0,0,坂本龙一：观音·听时,坂本龙一：观音·听时,130,130-220,220,[],6.38864E+11,[],售票中,,2021.03.19-08.08,3,38,展会,,木木艺术社区,北京,2171034,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01vHYfWJ2GdSIzSinlE_!!2251059038.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_646599426359,-2123940329,FALSE,0,1,0,0,三里屯爆笑脱口秀《周六酒吧秀》喜番喜剧,三里屯爆笑脱口秀《周六酒吧秀》喜番喜剧,99,99-240,240,[],6.46599E+11,[],售票中,,2021.07.17-07.31,3,32,其他,,三里屯丽纳尔斯酒吧,北京,2897033,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN0184rhAF2GdSKLVHXeE_!!2251059038.jpg
[],,0,2,音乐会,852,北京,[],,1_1_639365536080,2098688064,FALSE,0,0,0,1,“天空之城”-久石让&宫崎骏动漫经典音乐作品演奏会,“天空之城”-久石让&宫崎骏动漫经典音乐作品演奏会,100,100-380,380,[],6.39366E+11,[],售票中,,2021.07.03-07.24,3,18,其他,,三里屯·爱乐汇艺术空间,北京,2598006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01Ci9hDG2GdSJCZpAN1_!!2251059038.png
[],,0,3,话剧歌剧,852,北京,[],,1_1_649670567446,-2093228918,FALSE,0,0,0,1,中国歌剧舞剧院版经典民族歌剧《江姐》,中国歌剧舞剧院版经典民族歌剧《江姐》,99,99-2150,2150,[],6.49671E+11,[],售票中,,2021.08.28-08.29,3,22,音乐剧,,天桥艺术中心-大剧场,北京,59432,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN012xP38g2GdSKU72bai_!!2251059038.jpg
[],,0,3,话剧歌剧,852,北京,[],,1_1_643110696629,2136139670,FALSE,0,1,0,1,孟京辉戏剧作品《维纳斯日记》,孟京辉戏剧作品《维纳斯日记》,100,100-380,380,[],6.43111E+11,[],售票中,,2021.07.14-09.26,3,19,话剧,,蜂巢剧场,北京,663,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN014HJKmJ2GdSJtGanRC_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_643437384177,2139406545,FALSE,0,0,0,1,大船文化·外百老汇亲子剧《帕丁顿熊之小熊当家》中国制作版,大船文化·外百老汇亲子剧《帕丁顿熊之小熊当家》中国制作版,180,180-480,480,[],6.43437E+11,[],售票中,,2021.07.03-07.04,3,0,,,二七剧场,北京,1006010,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01HpRan72GdSJsR2N3u_!!2251059038.png
